"If [A]","Time [ns]","Distance [meter]","Brad []"
500,28000000,0.840861945,1.22724628173214
500,28000000,0.84207531,1.22712535119282
500,28000000,0.843288675,1.22678478490527
500,28000000,0.84450204,1.22631385088257
500,28000000,0.845715405,1.22559243851948
500,28000000,0.84692877,1.22469236788526
500,28000000,0.848142135,1.22354962578871
500,28000000,0.8493555,1.22203676225518
500,28000000,0.850568865,1.21982473991348
500,28000000,0.85178223,1.21724197906967
500,28000000,0.852995595,1.21364168152786
500,28000000,0.85420896,1.20855196128697
500,28000000,0.855422325,1.20132433052845
500,28000000,0.85663569,1.19536185497655
500,28000000,0.857849055,1.17575389904001
500,28000000,0.85906242,1.16395596468157
500,28000000,0.860275785,1.15341097190318
500,28000000,0.86148915,1.12529749676835
500,28000000,0.862702515,1.10225847343496
500,28000000,0.86391588,1.07967871379202
500,28000000,0.865129245,1.05521538918684
500,28000000,0.86634261,1.02840621488203
500,28000000,0.867555975,1.0045498027347
500,28000000,0.86876934,0.981699075108805
500,28000000,0.869982705,0.963194611900714
500,28000000,0.87119607,0.950890135044628
500,28000000,0.872409435,0.945170472405107
500,28000000,0.8736228,0.942607317644515
500,28000000,0.874836165,0.944657773321762
500,28000000,0.87604953,0.951047150670676
500,28000000,0.877262895,0.963162559369217
500,28000000,0.87847626,0.977849295842938
500,28000000,0.879689625,0.997897852579965
500,28000000,0.88090299,1.02086369482395
500,28000000,0.882116355,1.0441079703161
500,28000000,0.88332972,1.07107143946986
500,28000000,0.884543085,1.09337480689954
500,28000000,0.88575645,1.11144117107445
500,28000000,0.886969815,1.14590585777007
500,28000000,0.88818318,1.16589136820156
500,28000000,0.889396545,1.18817980869309
500,28000000,0.89060991,1.19681443896889
500,28000000,0.891823275,1.21128649744024
500,28000000,0.89303664,1.21479495704449
500,28000000,0.894250005,1.21839060884165
500,28000000,0.89546337,1.22179048636975
500,28000000,0.896676735,1.22581434651378
500,28000000,0.8978901,1.22747395495645
500,28000000,0.899103465,1.22894279003658
500,28000000,0.90031683,1.23040410141125
500,28000000,0.901530195,1.23122795821646
500,28000000,0.90274356,1.23195521782928
500,28000000,0.903956925,1.2322054218738
500,28000000,0.90517029,1.23252377252517
500,28000000,0.906383655,1.23251172680062
500,28000000,0.90759702,1.23249352553189
500,28000000,0.908810385,1.23157246549066
500,28000000,0.91002375,1.23078658501315
500,28000000,0.911237115,1.2299747440908
500,28000000,0.91245048,1.22831975457794
500,28000000,0.913663845,1.22625284883924
500,28000000,0.91487721,1.22700555440919
500,28000000,0.916090575,1.22086867046975
500,28000000,0.91730394,1.21919972237516
500,28000000,0.918517305,1.21305892097634
500,28000000,0.91973067,1.20673947004168
500,28000000,0.920944035,1.1976511188898
500,28000000,0.9221574,1.18610835575841
500,28000000,0.923370765,1.17149612959035
500,28000000,0.92458413,1.15400097733647
500,28000000,0.925797495,1.13397300654771
500,28000000,0.92701086,1.10953846930343
500,28000000,0.928224225,1.08254794762721
500,28000000,0.92943759,1.0623549369809
500,28000000,0.930650955,1.03137058014787
500,28000000,0.93186432,1.00781636450665
500,28000000,0.933077685,0.986889083119019
500,28000000,0.93429105,0.972536711825911
500,28000000,0.935504415,0.956182257022597
500,28000000,0.93671778,0.945590811248309
500,28000000,0.937931145,0.943885877426836
500,28000000,0.93914451,0.944484568162991
500,28000000,0.940357875,0.950437919052955
500,28000000,0.94157124,0.964697916546654
500,28000000,0.942784605,0.97323390554491
500,28000000,0.94399797,0.993058738161057
500,28000000,0.945211335,1.01505847734977
500,28000000,0.9464247,1.03957445257295
500,28000000,0.947638065,1.06846679700511
500,28000000,0.94885143,1.09077891945003
500,28000000,0.950064795,1.11840308390111
500,28000000,0.95127816,1.1389506326491
500,28000000,0.952491525,1.15885962640333
500,28000000,0.95370489,1.17485334680471
500,28000000,0.954918255,1.18731339426699
500,28000000,0.95613162,1.19871120096923
500,28000000,0.957344985,1.2056680099146
500,28000000,0.95855835,1.20906441680929
500,28000000,0.959771715,1.21212819424754
500,28000000,0.96098508,1.21734615801339
500,28000000,0.962198445,1.21861400068952
500,28000000,0.96341181,1.21767679395468
500,28000000,0.964625175,1.21865248325975
500,28000000,0.96583854,1.21593839056035
500,28000000,0.967051905,1.21574792568043
500,28000000,0.96826527,1.22402402147458
500,28000000,0.969478635,1.23067072740136
500,28000000,0.970692,1.2452333200452
500,28000000,0.971905365,1.23447819959908
500,28000000,0.97311873,1.23144322908478
500,28000000,0.974332095,1.22972060749298
500,28000000,0.97554546,1.22823357397065
500,28000000,0.976758825,1.2266563132925
500,28000000,0.97797219,1.22484901489312
500,28000000,0.979185555,1.2226505726621
500,28000000,0.98039892,1.21986020004736
500,28000000,0.981612285,1.21625419724753
500,28000000,0.98282565,1.21152210633208
500,28000000,0.984039015,1.20512097437401
500,28000000,0.98525238,1.19699482676217
500,28000000,0.986465745,1.1864818981017
500,28000000,0.98767911,1.17302124302182
500,28000000,0.988892475,1.15642856912182
500,28000000,0.99010584,1.13670828699804
500,28000000,0.991319205,1.11386038979976
500,28000000,0.99253257,1.09330216095926
500,28000000,0.993745935,1.06539942414386
500,28000000,0.9949593,1.03658308185995
500,28000000,0.996172665,1.01840110634921
500,28000000,0.99738603,0.984799185269994
500,28000000,0.998599395,0.974606941012706
500,28000000,0.99981276,0.958504113974112
500,28000000,1.001026125,0.947621437616294
500,28000000,1.00223949,0.942870322494252
500,28000000,1.003452855,0.94159944379602
500,28000000,1.00466622,0.94486701531871
500,28000000,1.005879585,0.954344666688332
500,28000000,1.00709295,0.969480677397389
500,28000000,1.008306315,0.986525835165883
500,28000000,1.00951968,1.00682541895719
500,28000000,1.010733045,1.03372188766223
500,28000000,1.01194641,1.0564746507749
500,28000000,1.013159775,1.08313636103118
500,28000000,1.01437314,1.10614881143235
500,28000000,1.015586505,1.12955465406877
500,28000000,1.01679987,1.15423740296061
500,28000000,1.018013235,1.165263473687
500,28000000,1.0192266,1.18240934522355
500,28000000,1.020439965,1.19275981960817
500,28000000,1.02165333,1.19959621545211
500,28000000,1.022866695,1.20539397580456
500,28000000,1.02408006,1.20717990616208
500,28000000,1.025293425,1.22843871883199
500,28000000,1.02650679,1.21148259836704
500,28000000,1.027720155,1.21290273964586
500,28000000,1.02893352,1.2148689427785
500,28000000,1.030146885,1.21742845609896
500,28000000,1.03136025,1.21603610113043
500,28000000,1.032573615,1.21395517935586
500,28000000,1.03378698,1.21781253389138
500,28000000,1.035000345,1.21600652848166
500,28000000,1.03621371,1.21292774048699
500,28000000,1.037427075,1.2113701791586
500,28000000,1.03864044,1.21220715296017
500,28000000,1.039853805,1.20915847482539
500,28000000,1.04106717,1.20811541592872
500,28000000,1.042280535,1.20566147932255
500,28000000,1.0434939,1.20269099639101
500,28000000,1.044707265,1.19819538961556
500,28000000,1.04592063,1.19329496575801
500,28000000,1.047133995,1.18208963999924
500,28000000,1.04834736,1.18366677156402
500,28000000,1.049560725,1.18045622417137
500,28000000,1.05077409,1.17685834876928
500,28000000,1.051987455,1.17002991651979
500,28000000,1.05320082,1.14623562371429
500,28000000,1.054414185,1.12605001818595
500,28000000,1.05562755,1.10264139607114
500,28000000,1.056840915,1.07727586715508
500,28000000,1.05805428,1.05169758529799
500,28000000,1.059267645,1.02428963675755
500,28000000,1.06048101,1.00009026621873
500,28000000,1.061694375,0.977359787476899
500,28000000,1.06290774,0.957659824290466
500,28000000,1.064121105,0.944112848980099
500,28000000,1.06533447,0.93378553146249
500,28000000,1.066547835,0.925571214578388
500,28000000,1.0677612,0.924129780054581
500,28000000,1.068974565,0.927219762294744
500,28000000,1.07018793,0.934937631366883
500,28000000,1.071401295,0.947184250726927
500,28000000,1.07261466,0.963731407907238
500,28000000,1.073828025,0.985124383185603
500,28000000,1.07504139,1.00724337442762
500,28000000,1.076254755,1.03273321609532
500,28000000,1.07746812,1.05860367997844
500,28000000,1.078681485,1.08542052086501
500,28000000,1.07989485,1.10853658325772
500,28000000,1.081108215,1.13082940049217
500,28000000,1.08232158,1.14804218349823
500,28000000,1.083534945,1.16239763179798
500,28000000,1.08474831,1.17456268544657
500,28000000,1.085961675,1.18339837110402
500,28000000,1.08717504,1.18948773969168
500,28000000,1.088388405,1.19419254741601
500,28000000,1.08960177,1.19981467624664
500,28000000,1.090815135,1.19958118430391
500,28000000,1.0920285,1.20070867476716
500,28000000,1.093241865,1.20181266756777
500,28000000,1.09445523,1.20125646146402
500,28000000,1.095668595,1.1991372909766
500,28000000,1.09688196,1.19861890782963
500,28000000,1.098095325,1.19957243690273
500,28000000,1.09930869,1.19521220857143
500,28000000,1.100522055,1.18410927425136
500,28000000,1.10173542,1.18432716289405
500,28000000,1.102948785,1.17875612349327
500,28000000,1.10416215,1.15199265738187
500,28000000,1.105375515,1.14996333938958
500,28000000,1.10658888,1.13682654295089
500,28000000,1.107802245,1.10378544141169
500,28000000,1.10901561,1.08972489836627
500,28000000,1.110228975,1.04365824946818
500,28000000,1.11144234,1.0223628347845
500,28000000,1.112655705,0.965050202596976
500,28000000,1.11386907,0.92784707859689
500,28000000,1.115082435,0.884632606065628
500,28000000,1.1162958,0.836786530320124
500,28000000,1.117509165,0.794796844643456
500,28000000,1.11872253,0.765536160969772
500,28000000,1.119935895,0.709533249698739
500,28000000,1.12114926,0.650672061640954
500,28000000,1.122362625,0.617906858776152
500,28000000,1.12357599,0.579940822357525
500,28000000,1.124789355,0.538542441457885
500,28000000,1.12600272,0.495616399534862
500,28000000,1.127216085,0.494748181702419
500,28000000,1.12842945,0.453120430339973
500,28000000,1.129642815,0.439775717315533
500,28000000,1.13085618,0.420350106781925
500,28000000,1.132069545,0.393114508729097
500,28000000,1.13328291,0.387943714908496
500,28000000,1.134496275,0.392327967714035
500,28000000,1.13570964,0.374965073328342
500,28000000,1.136923005,0.343071857738381
500,28000000,1.13813637,0.35494933301716
500,28000000,1.139349735,0.362029771044354
500,28000000,1.1405631,0.335635797387033
500,28000000,1.141776465,0.340789694166377
500,28000000,1.14298983,0.338715965768819
500,28000000,1.144203195,0.328622852804368
500,28000000,1.14541656,0.326118860382112
500,28000000,1.146629925,0.319272358175385
500,28000000,1.14784329,0.307211797156296
500,28000000,1.149056655,0.303976507850263
500,28000000,1.15027002,0.287924245223197
500,28000000,1.151483385,0.276613502267364
500,28000000,1.15269675,0.264747518242444
500,28000000,1.153910115,0.254485069817437
500,28000000,1.15512348,0.245893822431776
500,28000000,1.156336845,0.234938072717688
500,28000000,1.15755021,0.230528455003679
500,28000000,1.158763575,0.222227314039381
500,28000000,1.15997694,0.212285519668297
500,28000000,1.161190305,0.207578879613959
500,28000000,1.16240367,0.199130330605211
500,28000000,1.163617035,0.186355489836151
500,28000000,1.1648304,0.182132324190187
500,28000000,1.166043765,0.174884445721792
500,28000000,1.16725713,0.168086597834984
500,28000000,1.168470495,0.160935090282538
500,28000000,1.16968386,0.156222424083953
500,28000000,1.170897225,0.151870592952539
500,28000000,1.17211059,0.14442583776855
500,28000000,1.173323955,0.137208538482151
500,28000000,1.17453732,0.132560475941446
500,28000000,1.175750685,0.126925382399477
500,28000000,1.17696405,0.124475321449348
500,28000000,1.178177415,0.111909762653908
500,28000000,1.17939078,0.104384596449835
500,28000000,1.180604145,0.105193496508829
500,28000000,1.18181751,0.100048823240114
500,28000000,1.183030875,0.0937129874908594
500,28000000,1.18424424,0.0891676416670199
500,28000000,1.185457605,0.0839247895377834
500,28000000,1.18667097,0.0782097249253618
500,28000000,1.187884335,0.0737494222866058
500,28000000,1.1890977,0.0685682492071762
500,28000000,1.190311065,0.0653680047333459
500,28000000,1.19152443,0.0616468152953518
500,28000000,1.192737795,0.0586974020847874
500,28000000,1.19395116,0.0537123473615503
500,28000000,1.195164525,0.051817767422125
500,28000000,1.19637789,0.0497382647784181
500,28000000,1.197591255,0.0478582001309127
500,28000000,1.19880462,0.0460928007394764
500,28000000,1.200017985,0.0444002028405196
500,28000000,1.20123135,0.042950027598867
500,28000000,1.202444715,0.0416880530469005
500,28000000,1.20365808,0.0404377655059751
500,28000000,1.204871445,0.039416861782742
500,28000000,1.20608481,0.0382688656149605
500,28000000,1.207298175,0.0372727750351996
500,28000000,1.20851154,0.0362480335562684
500,28000000,1.209724905,0.0357039101449755
500,28000000,1.21093827,0.0361646767835063
500,28000000,1.212151635,0.0371471277619015
500,28000000,1.213365,0.033512423431234
