"If [A]","Time [ns]","Distance [meter]","Brad []"
500,28000000,0.34702239,1.06732643553543
500,28000000,0.348235755,1.03871578319833
500,28000000,0.34944912,1.01214792847186
500,28000000,0.350662485,0.992672622873287
500,28000000,0.35187585,0.975736986373722
500,28000000,0.353089215,0.961456311630504
500,28000000,0.35430258,0.954880214972079
500,28000000,0.355515945,0.949978842591765
500,28000000,0.35672931,0.950982016955227
500,28000000,0.357942675,0.956911907743508
500,28000000,0.35915604,0.967726036029571
500,28000000,0.360369405,0.982364543237555
500,28000000,0.36158277,1.00147631328256
500,28000000,0.362796135,1.02473839857658
500,28000000,0.3640095,1.04455603975506
500,28000000,0.365222865,1.07524763465039
500,28000000,0.36643623,1.09886183608389
500,28000000,0.367649595,1.12373496456983
500,28000000,0.36886296,1.14693965156401
500,28000000,0.370076325,1.1645760237895
500,28000000,0.37128969,1.17658405133053
500,28000000,0.372503055,1.19268938290755
500,28000000,0.37371642,1.21068229026997
500,28000000,0.374929785,1.21393349230422
500,28000000,0.37614315,1.21400036600735
500,28000000,0.377356515,1.2163080227262
500,28000000,0.37856988,1.21652440025585
500,28000000,0.379783245,1.22323799764296
500,28000000,0.38099661,1.21915420726137
500,28000000,0.382209975,1.21891671602371
500,28000000,0.38342334,1.21971614853016
500,28000000,0.384636705,1.21931673896169
500,28000000,0.38585007,1.21886638595583
500,28000000,0.387063435,1.21886279604951
500,28000000,0.3882768,1.21816988606481
500,28000000,0.389490165,1.21747335506041
500,28000000,0.39070353,1.21669071364192
500,28000000,0.391916895,1.21599064038799
500,28000000,0.39313026,1.21503227328759
500,28000000,0.394343625,1.21389936987194
500,28000000,0.39555699,1.21238352896335
500,28000000,0.396770355,1.21039678682235
500,28000000,0.39798372,1.20716655770574
500,28000000,0.399197085,1.20221065383727
500,28000000,0.40041045,1.18888605820009
500,28000000,0.401623815,1.19552418769076
500,28000000,0.40283718,1.19002450108711
500,28000000,0.404050545,1.18778390826691
500,28000000,0.40526391,1.17316863726154
500,28000000,0.406477275,1.16750832820539
500,28000000,0.40769064,1.14874753895814
500,28000000,0.408904005,1.1030144322386
500,28000000,0.41011737,1.08651730819036
500,28000000,0.411330735,1.07611207809986
500,28000000,0.4125441,1.03646695770829
500,28000000,0.413757465,1.00723601531954
500,28000000,0.41497083,0.992691271418953
500,28000000,0.416184195,0.982763022981808
500,28000000,0.41739756,0.961884317219712
500,28000000,0.418610925,0.952797814966075
500,28000000,0.41982429,0.947074494747046
500,28000000,0.421037655,0.946770073492683
500,28000000,0.42225102,0.951265748068023
500,28000000,0.423464385,0.953663567807592
500,28000000,0.42467775,0.974960869748716
500,28000000,0.425891115,0.983906047467114
500,28000000,0.42710448,1.01291945460675
500,28000000,0.428317845,1.03614121888394
500,28000000,0.42953121,1.06204434578376
500,28000000,0.430744575,1.08480682502023
500,28000000,0.43195794,1.11898485638942
500,28000000,0.433171305,1.13433379871808
500,28000000,0.43438467,1.15348341006779
500,28000000,0.435598035,1.1746014146592
500,28000000,0.4368114,1.18394481297521
500,28000000,0.438024765,1.18974420548302
500,28000000,0.43923813,1.20104295650005
500,28000000,0.440451495,1.20195662211997
500,28000000,0.44166486,1.20215435924093
500,28000000,0.442878225,1.20678184782382
500,28000000,0.44409159,1.20474597121689
500,28000000,0.445304955,1.20400070480129
500,28000000,0.44651832,1.20260037156729
500,28000000,0.447731685,1.20098487062047
500,28000000,0.44894505,1.19915730286367
500,28000000,0.450158415,1.19726208013787
500,28000000,0.45137178,1.19531489225459
500,28000000,0.452585145,1.19335893536622
500,28000000,0.45379851,1.1914352885092
500,28000000,0.455011875,1.18957073963102
500,28000000,0.45622524,1.1877054930852
500,28000000,0.457438605,1.18579041374011
500,28000000,0.45865197,1.18390305054627
500,28000000,0.459865335,1.18186134095089
500,28000000,0.4610787,1.17965585343563
500,28000000,0.462292065,1.17704108518995
500,28000000,0.46350543,1.1739361915332
500,28000000,0.464718795,1.17001309515043
500,28000000,0.46593216,1.16495933856316
500,28000000,0.467145525,1.16053334930603
500,28000000,0.46835889,1.15020668679718
500,28000000,0.469572255,1.1421923333657
500,28000000,0.47078562,1.12488774040925
500,28000000,0.471998985,1.11337634146569
500,28000000,0.47321235,1.08906281070488
500,28000000,0.474425715,1.068441525299
500,28000000,0.47563908,1.0486612072539
500,28000000,0.476852445,1.01887375343348
500,28000000,0.47806581,0.993294797636894
500,28000000,0.479279175,0.972761991559075
500,28000000,0.48049254,0.952970187056762
500,28000000,0.481705905,0.937964796244979
500,28000000,0.48291927,0.937026808499856
500,28000000,0.484132635,0.936465550061162
500,28000000,0.485346,0.950871018903511
500,28000000,0.486559365,0.94434102228291
500,28000000,0.48777273,0.953649857547504
500,28000000,0.488986095,0.962820835133008
500,28000000,0.49019946,0.977178634261049
500,28000000,0.491412825,1.00530792382784
500,28000000,0.49262619,1.01884698742796
500,28000000,0.493839555,1.05438252022303
500,28000000,0.49505292,1.06345271837019
500,28000000,0.496266285,1.09151296603211
500,28000000,0.49747965,1.11647305655188
500,28000000,0.498693015,1.09991570201453
500,28000000,0.49990638,1.11471419768966
500,28000000,0.501119745,1.11446139765641
500,28000000,0.50233311,1.07143547627065
500,28000000,0.503546475,1.06321285545978
500,28000000,0.50475984,1.03173415649285
500,28000000,0.505973205,0.993126905160573
500,28000000,0.50718657,0.957103544022487
500,28000000,0.508399935,0.911349846379299
500,28000000,0.5096133,0.872106055722766
500,28000000,0.510826665,0.809954488860549
500,28000000,0.51204003,0.801994400768926
500,28000000,0.513253395,0.755519856623064
500,28000000,0.51446676,0.725865552780933
500,28000000,0.515680125,0.698038371944261
500,28000000,0.51689349,0.661285986410718
500,28000000,0.518106855,0.623663433522604
500,28000000,0.51932022,0.600158330554947
500,28000000,0.520533585,0.581857891549033
500,28000000,0.52174695,0.546481766613881
500,28000000,0.522960315,0.52404372915299
500,28000000,0.52417368,0.501690814785647
500,28000000,0.525387045,0.476279785364969
500,28000000,0.52660041,0.461741805334005
500,28000000,0.527813775,0.439038783839467
500,28000000,0.52902714,0.42608927420025
500,28000000,0.530240505,0.404363089001264
500,28000000,0.53145387,0.392705117332165
500,28000000,0.532667235,0.372957279597422
500,28000000,0.5338806,0.360438198134225
500,28000000,0.535093965,0.341610519704041
500,28000000,0.53630733,0.328977492093966
500,28000000,0.537520695,0.309701076596275
500,28000000,0.53873406,0.297806384935272
500,28000000,0.539947425,0.281668564174794
500,28000000,0.54116079,0.266285707056939
500,28000000,0.542374155,0.251684183076118
500,28000000,0.54358752,0.237995735882315
500,28000000,0.544800885,0.22521757915195
500,28000000,0.54601425,0.213693350987012
500,28000000,0.547227615,0.205590183031164
500,28000000,0.54844098,0.198358050373174
500,28000000,0.549654345,0.192182488841921
500,28000000,0.55086771,0.187522977810381
500,28000000,0.552081075,0.182482839468933
500,28000000,0.55329444,0.178077047836263
500,28000000,0.554507805,0.176256435808508
500,28000000,0.55572117,0.176659356095059
500,28000000,0.556934535,0.175647222551559
500,28000000,0.5581479,0.169478542648348
500,28000000,0.559361265,0.173650815225723
500,28000000,0.56057463,0.172656356258747
500,28000000,0.561787995,0.161370428267625
500,28000000,0.56300136,0.163811504267584
500,28000000,0.564214725,0.155877588242779
500,28000000,0.56542809,0.151719890589563
500,28000000,0.566641455,0.146715787749357
500,28000000,0.56785482,0.140740291609963
500,28000000,0.569068185,0.13395761783917
500,28000000,0.57028155,0.129486177543487
500,28000000,0.571494915,0.123955626556561
500,28000000,0.57270828,0.118357780013402
500,28000000,0.573921645,0.108718266807682
500,28000000,0.57513501,0.107577584729454
500,28000000,0.576348375,0.102118346110621
500,28000000,0.57756174,0.0964184157743168
500,28000000,0.578775105,0.0914877600721988
500,28000000,0.57998847,0.090203733659764
500,28000000,0.581201835,0.08032740942748
500,28000000,0.5824152,0.0784422552907005
500,28000000,0.583628565,0.0733377970932221
500,28000000,0.58484193,0.0680739402508614
500,28000000,0.586055295,0.0650595179536563
500,28000000,0.58726866,0.060344251206268
500,28000000,0.588482025,0.0576846921564812
500,28000000,0.58969539,0.0541315147188607
500,28000000,0.590908755,0.0502821014743881
500,28000000,0.59212212,0.046735372693896
500,28000000,0.593335485,0.0441409323763807
500,28000000,0.59454885,0.0409276865526654
500,28000000,0.595762215,0.0401616629887837
500,28000000,0.59697558,0.0376184195203916
500,28000000,0.598188945,0.035987901407813
500,28000000,0.59940231,0.0365932209421291
500,28000000,0.600615675,0.0354361846971013
500,28000000,0.60182904,0.0360201859045037
500,28000000,0.603042405,0.0370456898900079
500,28000000,0.60425577,0.0374463400598031
500,28000000,0.605469135,0.038359214857053
500,28000000,0.6066825,0.0393536499144111
500,28000000,0.607895865,0.0414268021459439
500,28000000,0.60910923,0.0414683983232476
500,28000000,0.610322595,0.0442206094088733
500,28000000,0.61153596,0.0444629101230941
500,28000000,0.612749325,0.0462345111389645
500,28000000,0.61396269,0.04872523156665
500,28000000,0.615176055,0.0495410012218789
500,28000000,0.61638942,0.0518618353724525
500,28000000,0.617602785,0.0536192342265084
500,28000000,0.61881615,0.0562688390228111
500,28000000,0.620029515,0.0593739059385887
500,28000000,0.62124288,0.0632563593137284
500,28000000,0.622456245,0.0669968753697475
500,28000000,0.62366961,0.0721475034975537
500,28000000,0.624882975,0.0791382961852709
500,28000000,0.62609634,0.0811808387872712
500,28000000,0.627309705,0.0882095580404918
500,28000000,0.62852307,0.0923878101576696
500,28000000,0.629736435,0.0969202122957472
500,28000000,0.6309498,0.102816853576181
500,28000000,0.632163165,0.109467046446318
500,28000000,0.63337653,0.113466493462783
500,28000000,0.634589895,0.117196840170808
500,28000000,0.63580326,0.121467571761823
500,28000000,0.637016625,0.130445233771113
500,28000000,0.63822999,0.135124333863794
500,28000000,0.639443355,0.139995375332757
500,28000000,0.64065672,0.146296428274812
500,28000000,0.641870085,0.152511968176785
500,28000000,0.64308345,0.158027484388571
500,28000000,0.644296815,0.165999638319408
500,28000000,0.64551018,0.173755584429331
500,28000000,0.646723545,0.180032302282105
500,28000000,0.64793691,0.190917154771454
500,28000000,0.649150275,0.195998834480581
500,28000000,0.65036364,0.203306549137097
500,28000000,0.651577005,0.20913282516373
500,28000000,0.65279037,0.216725415925366
500,28000000,0.654003735,0.228512219069706
500,28000000,0.6552171,0.236783011460189
500,28000000,0.656430465,0.245508583492647
500,28000000,0.65764383,0.255910709276832
500,28000000,0.658857195,0.264992530489432
500,28000000,0.66007056,0.274891146668953
500,28000000,0.661283925,0.285138391979575
500,28000000,0.66249729,0.295369720396032
500,28000000,0.663710655,0.305406486411548
500,28000000,0.66492402,0.314981056505577
500,28000000,0.666137385,0.323679406030856
500,28000000,0.66735075,0.331369063200199
500,28000000,0.668564115,0.337862132619381
500,28000000,0.66977748,0.343146251700084
500,28000000,0.670990845,0.347415131966605
500,28000000,0.67220421,0.351306225815802
500,28000000,0.673417575,0.355242687347509
500,28000000,0.67463094,0.359940750930202
500,28000000,0.675844305,0.36497351167069
500,28000000,0.67705767,0.370640632599613
500,28000000,0.678271035,0.380572478193844
500,28000000,0.6794844,0.405516451365129
500,28000000,0.680697765,0.407971183002532
500,28000000,0.68191113,0.422478341691642
500,28000000,0.683124495,0.440135243111961
500,28000000,0.68433786,0.468777357053497
500,28000000,0.685551225,0.498741657573375
500,28000000,0.68676459,0.531147037858665
500,28000000,0.687977955,0.567216376372332
500,28000000,0.68919132,0.605393386276434
500,28000000,0.690404685,0.646851897172391
500,28000000,0.69161805,0.6874998769392
500,28000000,0.692831415,0.733452326907657
500,28000000,0.69404478,0.771361577784312
500,28000000,0.695258145,0.836486986305769
500,28000000,0.69647151,0.853033754771246
500,28000000,0.697684875,0.906434116178857
500,28000000,0.69889824,0.951006013017048
500,28000000,0.700111605,0.995346701031359
500,28000000,0.70132497,1.03432464669343
500,28000000,0.702538335,1.06686623223101
500,28000000,0.7037517,1.08641639087505
500,28000000,0.704965065,1.11926204615919
500,28000000,0.70617843,1.14362782873432
500,28000000,0.707391795,1.16188546202352
500,28000000,0.70860516,1.17220095559678
500,28000000,0.709818525,1.18171643546941
500,28000000,0.71103189,1.18699151752769
500,28000000,0.712245255,1.19195741221276
500,28000000,0.71345862,1.19616589036666
500,28000000,0.714671985,1.20098808463138
500,28000000,0.71588535,1.19920679129667
500,28000000,0.717098715,1.19819113273522
500,28000000,0.71831208,1.19935580141908
500,28000000,0.719525445,1.19799400344417
500,28000000,0.72073881,1.19615686835311
500,28000000,0.721952175,1.1930468673076
500,28000000,0.72316554,1.186687852991
500,28000000,0.724378905,1.18372205944504
500,28000000,0.72559227,1.18873030125459
500,28000000,0.726805635,1.18275013299709
500,28000000,0.728019,1.18612942214279
500,28000000,0.729232365,1.16436723231827
500,28000000,0.73044573,1.14386085610596
500,28000000,0.731659095,1.12410715984859
500,28000000,0.73287246,1.09541930560102
500,28000000,0.734085825,1.06424652976072
500,28000000,0.73529919,1.03846106219568
500,28000000,0.736512555,1.01733158893826
500,28000000,0.73772592,0.996426261742402
500,28000000,0.738939285,0.971418252421484
500,28000000,0.74015265,0.955453223050421
500,28000000,0.741366015,0.939721259638031
500,28000000,0.74257938,0.930542478068661
500,28000000,0.743792745,0.924903948546288
500,28000000,0.74500611,0.924691228014684
500,28000000,0.746219475,0.929306636790781
500,28000000,0.74743284,0.938788202332439
500,28000000,0.748646205,0.952092341703424
500,28000000,0.74985957,0.969156154851198
500,28000000,0.751072935,0.991346452830882
500,28000000,0.7522863,1.01396411175824
500,28000000,0.753499665,1.03661981679117
500,28000000,0.75471303,1.06965954004571
500,28000000,0.755926395,1.09023191766886
500,28000000,0.75713976,1.12421858260952
500,28000000,0.758353125,1.13679929761475
500,28000000,0.75956649,1.15335319322863
500,28000000,0.760779855,1.16583706076153
500,28000000,0.76199322,1.17811531922754
500,28000000,0.763206585,1.18664911887434
500,28000000,0.76441995,1.19297443368188
500,28000000,0.765633315,1.19736241702743
500,28000000,0.76684668,1.20252551285222
500,28000000,0.768060045,1.20568696791635
500,28000000,0.76927341,1.20824077166892
500,28000000,0.770486775,1.20969382041646
500,28000000,0.77170014,1.21176341818655
500,28000000,0.772913505,1.21290580013226
500,28000000,0.77412687,1.213824642366
500,28000000,0.775340235,1.21449889430565
500,28000000,0.7765536,1.2150753420087
500,28000000,0.777766965,1.21555420734635
500,28000000,0.77898033,1.21541135281929
500,28000000,0.780193695,1.21557360939911
500,28000000,0.78140706,1.21505685314101
500,28000000,0.782620425,1.21595970047791
500,28000000,0.78383379,1.21468619039878
500,28000000,0.785047155,1.2133613705278
500,28000000,0.78626052,1.21319560552692
500,28000000,0.787473885,1.20875190885335
500,28000000,0.78868725,1.20599432283148
500,28000000,0.789900615,1.20203684073862
500,28000000,0.79111398,1.19079920395126
500,28000000,0.792327345,1.18184619306022
500,28000000,0.79354071,1.17162886939082
500,28000000,0.794754075,1.15321466085394
500,28000000,0.79596744,1.15994367984018
500,28000000,0.797180805,1.13114338229234
500,28000000,0.79839417,1.0870420914539
500,28000000,0.799607535,1.04741605470931
500,28000000,0.8008209,1.06357737139119
500,28000000,0.802034265,1.02055225076711
500,28000000,0.80324763,0.985283611009096
500,28000000,0.804460995,0.952033452622503
500,28000000,0.80567436,0.953936800161912
500,28000000,0.806887725,0.94664327006218
500,28000000,0.80810109,0.949171173632986
500,28000000,0.809314455,0.952764155014989
500,28000000,0.81052782,0.950900185988936
500,28000000,0.811741185,0.957277249779188
500,28000000,0.81295455,0.970182773097917
500,28000000,0.814167915,0.987321082137201
500,28000000,0.81538128,1.00170249233757
500,28000000,0.816594645,1.03049202738087
500,28000000,0.81780801,1.04688058990058
500,28000000,0.819021375,1.08233085957641
500,28000000,0.82023474,1.11466158060001
500,28000000,0.821448105,1.13062418696974
500,28000000,0.82266147,1.14421637329874
500,28000000,0.823874835,1.15516425895245
500,28000000,0.8250882,1.18399505614748
500,28000000,0.826301565,1.19868972597366
500,28000000,0.82751493,1.2024429768835
500,28000000,0.828728295,1.21254109869292
500,28000000,0.82994166,1.21194769627946
500,28000000,0.831155025,1.21813809576688
500,28000000,0.83236839,1.22137523528193
500,28000000,0.833581755,1.22262187959778
500,28000000,0.83479512,1.22425930125654
500,28000000,0.836008485,1.225436847652
500,28000000,0.83722185,1.22630330366917
500,28000000,0.838435215,1.22684876240509
500,28000000,0.83964858,1.22716444642925
