"If [A]","Distance [meter]","B_Rad2 []"
500,0.29606106,-0.90209984318155
500,0.297274425,-0.935275569514956
500,0.29848779,-0.968461058061571
500,0.299701155,-0.99993352167363
500,0.30091452,-1.0304206735569
500,0.302127885,-1.06091061401741
500,0.30334125,-1.09140332399503
500,0.304554615,-1.0813320252066
500,0.30576798,-1.10168196215159
500,0.306981345,-1.12201125573822
500,0.30819471,-1.14963775322594
500,0.309408075,-1.15380106218093
500,0.31062144,-1.15795078335998
500,0.311834805,-1.15896190712089
500,0.31304817,-1.159959986975
500,0.314261535,-1.16094653545123
500,0.3154749,-1.16146434429629
500,0.316688265,-1.16182372472418
500,0.31790163,-1.16217444213452
500,0.319114995,-1.17090574654233
500,0.32032836,-1.17013822483856
500,0.321541725,-1.16936701948946
500,0.32275509,-1.1691274776677
500,0.323968455,-1.16932162074999
500,0.32518182,-1.16951211466615
500,0.326395185,-1.16486155245654
500,0.32760855,-1.16625260936709
500,0.328821915,-1.16763885349354
500,0.33003528,-1.16886937411366
500,0.331248645,-1.16939424039118
500,0.33246201,-1.16991339782144
500,0.333675375,-1.17042684518424
500,0.33488874,-1.13910611107109
500,0.336102105,-1.13572301135421
500,0.33731547,-1.13232435607392
500,0.338528835,-1.12470511785494
500,0.3397422,-1.11685658716433
500,0.340955565,-1.10898544922305
500,0.34216893,-1.06758118430906
500,0.343382295,-1.03665480624198
500,0.34459566,-1.00570615863524
500,0.345809025,-1.06744011013869
500,0.34702239,-1.03326474963171
500,0.348235755,-0.999105787841084
500,0.34944912,-0.969563121748523
500,0.350662485,-0.944615826120095
500,0.35187585,-0.91968727560021
500,0.353089215,-0.914334170750131
500,0.35430258,-0.915695798723475
500,0.355515945,-0.917088339146217
500,0.35672931,-0.922012739885766
500,0.357942675,-0.932865443515634
500,0.35915604,-0.943748696350486
500,0.360369405,-0.954009551910614
500,0.36158277,-0.977474869529112
500,0.362796135,-1.00096184848271
500,0.3640095,-1.02447047025238
500,0.365222865,-0.987579920339029
500,0.36643623,-1.01237636087258
500,0.367649595,-1.0371633421675
500,0.36886296,-1.05022699648643
500,0.370076325,-1.06749814358732
500,0.37128969,-1.08473846974298
500,0.372503055,-1.10509116370793
500,0.37371642,-1.11874748155985
500,0.374929785,-1.13237680858349
500,0.37614315,-1.13926583421665
500,0.377356515,-1.14336234851733
500,0.37856988,-1.14744350904363
500,0.379783245,-1.18203625656641
500,0.38099661,-1.18089321153902
500,0.382209975,-1.17974482937145
500,0.38342334,-1.1785618477215
500,0.384636705,-1.17814625864422
500,0.38585007,-1.17772636846601
500,0.387063435,-1.17723632033484
500,0.3882768,-1.17714895525062
500,0.389490165,-1.1770576042116
500,0.39070353,-1.17666271267896
500,0.391916895,-1.1766201870368
500,0.39313026,-1.1765728726635
500,0.394343625,-1.17652077102515
500,0.39555699,-1.17722694226833
500,0.396770355,-1.17788591149681
500,0.39798372,-1.17853929035237
500,0.399197085,-1.14831045287635
500,0.40041045,-1.14638015690589
500,0.401623815,-1.14443426291722
500,0.40283718,-1.13740500468425
500,0.404050545,-1.12915233692929
500,0.40526391,-1.12088031859356
500,0.406477275,-1.09671369290812
500,0.40769064,-1.07045871971193
500,0.408904005,-1.04418442367247
500,0.41011737,-1.00994920425334
500,0.411330735,-0.96796662639155
500,0.4125441,-0.925976642171866
500,0.413757465,-1.01547455553604
500,0.41497083,-0.98954667453718
500,0.416184195,-0.963648983733567
500,0.41739756,-0.952770682443023
500,0.418610925,-0.946573575030507
500,0.41982429,-0.940409322231448
500,0.421037655,-0.935357664862862
500,0.42225102,-0.939428493260647
500,0.423464385,-0.943529371899268
500,0.42467775,-0.947660297458557
500,0.425891115,-0.988966750159312
500,0.42710448,-1.0162878783408
500,0.428317845,-1.04364016811173
500,0.42953121,-0.989689778478789
500,0.430744575,-1.02453276419437
500,0.43195794,-1.05937038212067
500,0.433171305,-1.08444524552868
500,0.43438467,-1.10733494579602
500,0.435598035,-1.13020771510987
500,0.4368114,-1.14954616298589
500,0.438024765,-1.16483364850692
500,0.43923813,-1.1801049029325
500,0.440451495,-1.14763057543959
500,0.44166486,-1.15100519412406
500,0.442878225,-1.15436274863656
500,0.44409159,-1.18839322174046
500,0.445304955,-1.1858397764356
500,0.44651832,-1.18328052704848
500,0.447731685,-1.18090513072339
500,0.44894505,-1.17860028364566
500,0.450158415,-1.17629084002207
500,0.45137178,-1.18152944128255
500,0.452585145,-1.18022308959465
500,0.45379851,-1.1789136479304
500,0.455011875,-1.17760111931216
500,0.45622524,-1.1715858531855
500,0.457438605,-1.17151889896578
500,0.45865197,-1.17144760221372
500,0.459865335,-1.17135046905065
500,0.4610787,-1.17161149160996
500,0.462292065,-1.171866922896
500,0.46350543,-1.14097453344405
500,0.464718795,-1.13962745334862
500,0.46593216,-1.13826709181828
500,0.467145525,-1.14174867599551
500,0.46835889,-1.12828730400108
500,0.469572255,-1.11481091647953
500,0.47078562,-1.09923988013913
500,0.471998985,-1.0785905640296
500,0.47321235,-1.0579260414869
500,0.474425715,-1.06962266657233
500,0.47563908,-1.04161371349936
500,0.476852445,-1.01361357527376
500,0.47806581,-0.986856523445366
500,0.479279175,-0.963994526801549
500,0.48049254,-0.941149394508521
500,0.481705905,-0.943001148977963
500,0.48291927,-0.939718242101706
500,0.484132635,-0.936463191538897
500,0.485346,-0.933235999860468
500,0.486559365,-0.939752261845702
500,0.48777273,-0.94601669325363
500,0.488986095,-0.952309699801823
500,0.49019946,-0.997136045343055
500,0.491412825,-1.02725017211387
500,0.49262619,-1.0573946501249
500,0.493839555,-1.02111519481573
500,0.49505292,-1.05215907203977
500,0.496266285,-1.08320989578587
500,0.49747965,-1.1096497502814
500,0.498693015,-1.12899795440306
500,0.49990638,-1.14834527334372
500,0.501119745,-1.15724950640912
500,0.50233311,-1.16368561762748
500,0.503546475,-1.17013028616222
500,0.50475984,-1.09981890033843
500,0.505973205,-1.06877539048782
500,0.50718657,-1.03772984230142
500,0.508399935,-1.01734605329249
500,0.5096133,-0.97835031633483
500,0.510826665,-0.939354645596808
500,0.51204003,-0.900452602990396
500,0.513253395,-0.860327920290252
500,0.51446676,-0.820196160300042
500,0.515680125,-0.780057351061158
500,0.51689349,-0.74520925440788
500,0.518106855,-0.71147520265106
500,0.51932022,-0.677729348035308
500,0.520533585,-0.646570202670238
500,0.52174695,-0.620416066052059
500,0.522960315,-0.594251022439595
500,0.52417368,-0.56860289086225
500,0.525387045,-0.544216652852739
500,0.52660041,-0.519819589955366
500,0.527813775,-0.497232356719532
500,0.52902714,-0.476924455330696
500,0.530240505,-0.456607326590395
500,0.53145387,-0.427314927904625
500,0.532667235,-0.411719693596146
500,0.5338806,-0.396113911725954
500,0.535093965,-0.379174912116489
500,0.53630733,-0.361772420103235
500,0.537520695,-0.344357958474216
500,0.53873406,-0.325701823972431
500,0.539947425,-0.305010389465835
500,0.54116079,-0.284309653645362
500,0.542374155,-0.264906577832875
500,0.54358752,-0.243394394357957
500,0.544800885,-0.221876775114006
500,0.54601425,-0.200353733642764
500,0.547227615,-0.240090605391195
500,0.54844098,-0.231888349865681
500,0.549654345,-0.223694020901576
500,0.55086771,-0.218494890847961
500,0.552081075,-0.213681034963147
500,0.55329444,-0.208874771593067
500,0.554507805,-0.162283533218404
500,0.55572117,-0.165865756907801
500,0.556934535,-0.169444008237105
500,0.5581479,-0.170946131684886
500,0.559361265,-0.17252389129495
500,0.56057463,-0.174093449797472
500,0.561787995,-0.172983832055176
500,0.56300136,-0.169202391433732
500,0.564214725,-0.165411708976993
500,0.56542809,-0.173424603671524
500,0.566641455,-0.165690901158013
500,0.56785482,-0.15795234181606
500,0.569068185,-0.150485872424351
500,0.57028155,-0.143880317059003
500,0.571494915,-0.137271304582543
500,0.57270828,-0.13328710997973
500,0.573921645,-0.127009654402864
500,0.57513501,-0.120730260637877
500,0.576348375,-0.114448932503848
500,0.57756174,-0.108526526784366
500,0.578775105,-0.102680730685994
500,0.57998847,-0.0968334791201295
500,0.581201835,-0.0913229295066585
500,0.5824152,-0.0856528614621325
500,0.583628565,-0.0799817057016692
500,0.58484193,-0.0771007756566135
500,0.586055295,-0.0719831950896568
500,0.58726866,-0.066865096750442
500,0.588482025,-0.0617659817946288
500,0.58969539,-0.0567498988195341
500,0.590908755,-0.0517334901859932
500,0.59212212,-0.0467095532123823
500,0.593335485,-0.0417332846793032
500,0.59454885,-0.036756889704772
500,0.595762215,-0.0390260578536664
500,0.59697558,-0.033720534185126
500,0.598188945,-0.0284166551273629
500,0.59940231,-0.0238446376245054
500,0.600615675,-0.0194511511700683
500,0.60182904,-0.015059787216913
500,0.603042405,-0.0108907317794131
500,0.60425577,-0.00781515165916732
500,0.605469135,-0.00474188739836589
500,0.6066825,-0.00167094088696119
500,0.607895865,0.000799661197711224
500,0.60910923,0.00280683030526591
500,0.610322595,0.00481192700333583
500,0.61153596,0.00752508952527733
500,0.612749325,0.00997169243541093
500,0.61396269,0.0124177532610986
500,0.615176055,0.0247607344830468
500,0.61638942,0.0272744803528281
500,0.617602785,0.0297882691222549
500,0.61881615,0.0334474087385391
500,0.620029515,0.0367899604905417
500,0.62124288,0.0401332682372126
500,0.622456245,0.0439511023641332
500,0.62366961,0.0479744347003402
500,0.624882975,0.0519986331585888
500,0.62609634,0.0563623272136969
500,0.627309705,0.0612598647477961
500,0.62852307,0.0661578401302187
500,0.629736435,0.0710054257906057
500,0.6309498,0.0762910782507947
500,0.632163165,0.0815767080573116
500,0.63337653,0.0859803626350331
500,0.634589895,0.091654736909693
500,0.63580326,0.0973286559947629
500,0.637016625,0.103002116594922
500,0.63822999,0.108595504419079
500,0.639443355,0.114296708867698
500,0.64065672,0.11999722605851
500,0.641870085,0.125972149282318
500,0.64308345,0.131965554391787
500,0.644296815,0.137957938716054
500,0.64551018,0.143878836754019
500,0.646723545,0.149991786938018
500,0.64793691,0.156103126981116
500,0.649150275,0.161212276102129
500,0.65036364,0.168637178731228
500,0.651577005,0.17605930172523
500,0.65279037,0.184421759425622
500,0.654003735,0.193287506863841
500,0.6552171,0.202149455448994
500,0.656430465,0.2113757172737
500,0.65764383,0.221071055845065
500,0.658857195,0.230762188066122
500,0.66007056,0.207577479969372
500,0.661283925,0.217495155638445
500,0.66249729,0.227400622946311
500,0.663710655,0.235601650014121
500,0.66492402,0.243488501935211
500,0.666137385,0.251358699092878
500,0.66735075,0.259212237485505
500,0.668564115,0.255182389982508
500,0.66977748,0.25140432310673
500,0.670990845,0.247609967303375
500,0.67220421,0.24230528562771
500,0.673417575,0.23558642142377
500,0.67463094,0.22885664797271
500,0.675844305,0.312772509429812
500,0.67705767,0.320093116981307
500,0.678271035,0.327421739500301
500,0.6794844,0.32470295004552
500,0.680697765,0.340910140458145
500,0.68191113,0.357123377929602
500,0.683124495,0.378728860140295
500,0.68433786,0.406052830552142
500,0.685551225,0.43338048667632
500,0.68676459,0.39384766016527
500,0.687977955,0.436875797947146
500,0.68919132,0.479887759725352
500,0.690404685,0.522091800302115
500,0.69161805,0.562417879398383
500,0.692831415,0.602722301165912
500,0.69404478,0.642804002221045
500,0.695258145,0.672623829883632
500,0.69647151,0.702423959768554
500,0.697684875,0.732204375257299
500,0.69889824,0.808692038065349
500,0.700111605,0.843654836863592
500,0.70132497,0.878613511996586
500,0.702538335,0.919855248339906
500,0.7037517,0.956114082863054
500,0.704965065,0.992377678935575
500,0.70617843,1.02603171160684
500,0.707391795,1.05828718428327
500,0.70860516,1.09055631335086
500,0.709818525,1.12236900625362
500,0.71103189,1.14117460172514
500,0.712245255,1.15999693583856
500,0.71345862,1.17636170340641
500,0.714671985,1.18814517427203
500,0.71588535,1.19994081615362
500,0.717098715,1.19003459638719
500,0.71831208,1.19528827600077
500,0.719525445,1.20054429322624
500,0.72073881,1.20544743450387
500,0.721952175,1.21029217961581
500,0.72316554,1.215135245613
500,0.724378905,1.17518038618989
500,0.72559227,1.16915800353446
500,0.726805635,1.16311762327356
500,0.728019,1.15705924878305
500,0.729232365,1.1400157297925
500,0.73044573,1.11130490069592
500,0.731659095,1.08257304798269
500,0.73287246,1.0438294851437
500,0.734085825,1.00493706443185
500,0.73529919,0.966028755211741
500,0.736512555,1.03219749003279
500,0.73772592,1.00306064004478
500,0.738939285,0.973945503593169
500,0.74015265,0.953751992402049
500,0.741366015,0.939052904421864
500,0.74257938,0.924383877658051
500,0.743792745,0.924954525867509
500,0.74500611,0.925923930895385
500,0.746219475,0.926925185304434
500,0.74743284,0.932809028929719
500,0.748646205,0.950053530860295
500,0.74985957,0.967321648547715
500,0.751072935,0.900699977648275
500,0.7522863,0.939206154529814
500,0.753499665,0.977712650141437
500,0.75471303,1.04210054026183
500,0.755926395,1.05869731475251
500,0.75713976,1.07527944391762
500,0.758353125,1.09184691422416
500,0.75956649,1.10392109218058
500,0.760779855,1.11755324850349
500,0.76199322,1.13116495161589
500,0.763206585,1.1394015658566
500,0.76441995,1.14473666901853
500,0.765633315,1.15005861905583
500,0.76684668,1.1683820402774
500,0.768060045,1.16848364834723
500,0.76927341,1.16857977612228
500,0.770486775,1.16869502611393
500,0.77170014,1.16874244526461
500,0.772913505,1.16878571431546
500,0.77412687,1.1733270503717
500,0.775340235,1.17380918798065
500,0.7765536,1.17428849833671
500,0.777766965,1.17497383418704
500,0.77898033,1.17600812683181
500,0.780193695,1.17703889188607
500,0.78140706,1.17268722589271
500,0.782620425,1.17459712991647
500,0.78383379,1.17650133206179
500,0.785047155,1.17100837912082
500,0.78626052,1.17495373628469
500,0.787473885,1.17526225090764
500,0.78868725,1.17556003720607
500,0.789900615,1.17005001582869
500,0.79111398,1.16464184766693
500,0.792327345,1.15922053560975
500,0.79354071,1.16419971113214
500,0.794754075,1.13316564562032
500,0.79596744,1.10212331733754
500,0.797180805,1.07349729476493
500,0.79839417,1.04157417231031
500,0.799607535,1.00964763570656
500,0.8008209,0.987320571152792
500,0.802034265,0.967019858287715
500,0.80324763,0.946729507445935
500,0.804460995,0.928898447016579
500,0.80567436,0.913374103211549
500,0.806887725,0.89787207945546
500,0.80810109,0.914866539132805
500,0.809314455,0.916296827568118
500,0.81052782,0.917758535166187
500,0.811741185,0.916720120801458
500,0.81295455,0.933216060498148
500,0.814167915,0.949736519308985
500,0.81538128,0.944737474330088
500,0.816594645,0.975542165610912
500,0.81780801,1.0063517488759
500,0.819021375,1.03716620922357
500,0.82023474,1.06447876188692
500,0.821448105,1.09091891778643
500,0.82266147,1.11735707059657
500,0.823874835,1.12749867590884
500,0.8250882,1.133406472793
500,0.826301565,1.13929870261787
500,0.82751493,1.14443816947123
500,0.828728295,1.14835716012749
500,0.82994166,1.15226203855073
500,0.831155025,1.15646773267287
500,0.83236839,1.16405235926449
500,0.833581755,1.17430719295089
500,0.83479512,1.17367521406349
500,0.836008485,1.17316428751981
500,0.83722185,1.1726487849612
500,0.838435215,1.17197191531985
500,0.83964858,1.17130596340643
500,0.840861945,1.17063639581156
500,0.84207531,1.16885498850498
500,0.843288675,1.16904242178002
500,0.84450204,1.16922480172326
500,0.845715405,1.17004576955556
500,0.84692877,1.17095979063022
500,0.848142135,1.1718682642558
500,0.8493555,1.17277118998439
500,0.850568865,1.17397234842183
500,0.85178223,1.17504217895932
500,0.852995595,1.17610494031298
500,0.85420896,1.16082264301083
500,0.855422325,1.14979548081539
500,0.85663569,1.1387500388238
500,0.857849055,1.12085284161108
500,0.85906242,1.10205593493604
500,0.860275785,1.08323746476391
500,0.86148915,1.06310505731327
500,0.862702515,1.03638141410174
500,0.86391588,1.00964685637862
500,0.865129245,1.02353687347777
500,0.86634261,0.998031705586198
500,0.867555975,0.972545396249545
500,0.86876934,0.953030183004582
500,0.869982705,0.939496300259304
500,0.87119607,0.925991671062918
500,0.872409435,0.902393901601513
500,0.8736228,0.90884668425974
500,0.874836165,0.915330339128004
500,0.87604953,0.924954617756417
500,0.877262895,0.941358509716304
500,0.87847626,0.957793815107918
500,0.879689625,0.974260523900593
500,0.88090299,0.996139444118949
500,0.882116355,1.02103253373412
500,0.88332972,1.04594151713319
500,0.884543085,1.01112973185405
500,0.88575645,1.04960640668936
500,0.886969815,1.08806879647282
500,0.88818318,1.11365981138962
500,0.889396545,1.12226413340081
500,0.89060991,1.13084963377311
500,0.891823275,1.1357779672723
500,0.89303664,1.13926938084682
500,0.894250005,1.14274129084199
500,0.89546337,1.16862381604372
500,0.896676735,1.16857340270123
500,0.8978901,1.16851490527909
500,0.899103465,1.16831384928052
500,0.90031683,1.16800000154558
500,0.901530195,1.16768118760104
500,0.90274356,1.1722323841478
500,0.903956925,1.17180927459727
500,0.90517029,1.17138300235441
500,0.906383655,1.17103897762691
500,0.90759702,1.17147815974423
500,0.908810385,1.17191407245717
500,0.91002375,1.17234671737838
500,0.911237115,1.16698200412244
500,0.91245048,1.1681655884837
500,0.913663845,1.16934401268937
500,0.91487721,1.17089723626349
500,0.916090575,1.1726381093093
500,0.91730394,1.17437191941683
500,0.918517305,1.15151760315468
500,0.91973067,1.14176774366446
500,0.920944035,1.13200150569549
500,0.9221574,1.12121792176418
500,0.923370765,1.10756624846208
500,0.92458413,1.09389878251149
500,0.925797495,1.0727007524652
500,0.92701086,1.05936826034749
500,0.928224225,1.04602388757041
500,0.92943759,1.05958426941253
500,0.930650955,1.02985470605378
500,0.93186432,1.00015014027686
500,0.933077685,0.974149708801296
500,0.93429105,0.956096472233292
500,0.935504415,0.938076148395338
500,0.93671778,0.929200597810742
500,0.937931145,0.93086288040227
500,0.93914451,0.932560631652839
500,0.940357875,0.934293850156375
500,0.94157124,0.946236138276579
500,0.942784605,0.960833539638169
500,0.94399797,0.975463451445069
500,0.945211335,0.974497365545229
500,0.9464247,0.997604101772665
500,0.947638065,1.02072193921758
500,0.94885143,1.04925068661467
500,0.950064795,1.08100487632336
500,0.95127816,1.11275552032299
500,0.952491525,1.11696789801178
500,0.95370489,1.1276242499628
500,0.954918255,1.13826403446045
500,0.95613162,1.14316803549489
500,0.957344985,1.14367891622606
500,0.95855835,1.1441730079785
500,0.959771715,1.1730716023023
500,0.96098508,1.17170298874055
500,0.962198445,1.170326791447
500,0.96341181,1.16916587132807
500,0.964625175,1.16891806440627
500,0.96583854,1.16866533565244
500,0.967051905,1.16827757566143
500,0.96826527,1.16771433767363
500,0.969478635,1.16714676030738
500,0.970692,1.16657484358395
500,0.971905365,1.17189556932061
500,0.97311873,1.17213894300989
500,0.974332095,1.17237883741173
500,0.97554546,1.16800502770459
500,0.976758825,1.16810816096799
500,0.97797219,1.16820632323483
500,0.979185555,1.16907023672163
500,0.98039892,1.17027087652599
500,0.981612285,1.17146367165249
500,0.98282565,1.15773749692947
500,0.984039015,1.14993097713662
500,0.98525238,1.14210994384752
500,0.986465745,1.12982839424155
500,0.98767911,1.11589012280554
500,0.988892475,1.10193150149047
500,0.99010584,1.09443138718871
500,0.991319205,1.0647823909926
500,0.99253257,1.03512549710499
500,0.993745935,1.0297852857313
500,0.9949593,1.00284835399416
500,0.996172665,0.975921613248528
500,0.99738603,0.949151759728894
500,0.998599395,0.928493225083143
500,0.99981276,0.907856312291976
500,1.001026125,0.887241031733585
500,1.00223949,0.929371804356741
500,1.003452855,0.930890917456968
500,1.00466622,0.932444532737499
500,1.005879585,0.945380378093546
500,1.00709295,0.957925478484013
500,1.008306315,0.970503179663043
500,1.00951968,0.985394862299603
500,1.010733045,1.00988387411933
500,1.01194641,1.0343909763094
